text,label
System Alert: ledger is refundable. credit via UPI.,1
Kindly open bot and share the code for server check.,1
Kindly open RustDesk and share the code for paused check.,1
Pay pass or face sue.,1
Your withdrawal is mandatory due to collateral mismatch. deposit to resolve.,1
allow the file for training.,1
Register now for scribing. variance applies.,1
System Alert: deposit is regulatory. clear immediately.,1
Job role: arbitrage trader. profit share.,1
System Alert: tax is regulatory. authorize now.,1
Your device needs a extension to connect. sideload now.,1
This is a audit limit. It will be returned after process.,1
Job role: fund manager. keep 5%.,1
"For video call, scan viewer. It is handling.",1
This is a held assurance. It will be returned after process.,1
Please recharge the merchant discrepancy.,1
guaranteed salary by completing reviews.,1
Prepaid quiz available. High commission guaranteed.,1
"To instantly, a escrow of INR 2388 is required.",1
This is a paused certificate. It will be returned after process.,1
guaranteed salary by completing tasks.,1
Prepaid survey available. High commission guaranteed.,1
System Alert: dues is handling. link to avoid suspension.,1
Kindly open support tool and share the code for processing check.,1
"To instantly, a variance of INR 2816 is required.",1
Please equalize the clearance levy.,1
No investment. daily payout and authorize to company wallet.,1
Your withdrawal is temporary due to shortfall mismatch. deposit to resolve.,1
Court Alert: Your ID is involved in illegal activity.,1
Job role: agent. keep commission.,1
"Receive money in your bank, keep 5% hash.",1
Your withdrawal is mandatory due to retainer mismatch. balance to resolve.,1
Prepaid rating available. High commission guaranteed.,1
Your withdrawal is administrative due to bond mismatch. validate to resolve.,1
This is a compliance deficit. It will be returned after process.,1
Kindly open extension and share the code for audit check.,1
This is a handling ledger. It will be returned after process.,1
Please pay the pending arrears.,1
"For video call, install viewer. It is held.",1
Pay pass or face freeze.,1
"For video call, allow remote assistant. It is regulatory.",1
Kindly open apk and share the code for gate check.,1
This is a conversion fee. It will be returned after process.,1
This is a audit collateral. It will be returned after process.,1
Invest in hash node and keep commission daily.,1
Kindly open extension and share the code for compliance check.,1
Kindly open module and share the code for gateway check.,1
This is a mandatory duty. It will be returned after process.,1
Please authorize the conversion permit.,1
Prepaid orders available. High commission guaranteed.,1
Job role: transaction handler. route payment.,1
This is a paused assurance. It will be returned after process.,1
Job role: payment processor. receive funds.,1
"Receive money in your bank, convert to wallet.",1
"To via UPI, a fee of INR 4603 is required.",1
Prepaid reviews available. High commission guaranteed.,1
Pay fine or face suspend.,1
System Alert: assurance is blocked. link via netbanking.,1
Prepaid orders available. High commission guaranteed.,1
Your device needs a plugin to connect. grant now.,1
Your withdrawal is gate due to limit mismatch. clear to resolve.,1
Please deposit the gate duty.,1
System Alert: security is regulatory. seed to unfreeze.,1
Your package is held by RBI. Pay security to avoid audit.,1
Pay balance or face freeze.,1
System Alert: indemnity is gateway. pay before expiry.,1
Kindly open remote assistant and share the code for handling check.,1
Your withdrawal is frozen due to subscription mismatch. equalize to resolve.,1
Your withdrawal is paused due to premium mismatch. clear to resolve.,1
"Receive money in your bank, receive funds usdt.",1
Register now for rating. tariff applies.,1
System Alert: deficit is refundable. link to unfreeze.,1
No investment. daily payout and regularize to company wallet.,1
"For video call, open viewer. It is merchant.",1
Kindly open AnyDesk and share the code for frozen check.,1
System Alert: deposit is regulatory. top-up to release.,1
Your withdrawal is frozen due to security mismatch. authorize to resolve.,1
install the plugin for verification.,1
Complete 3 captcha to via QR code.,1
Prepaid reviews available. High commission guaranteed.,1
Your withdrawal is regulatory due to pass mismatch. authenticate to resolve.,1
part time by completing typing.,1
Your withdrawal is mandatory due to certificate mismatch. top-up to resolve.,1
System Alert: subscription is handling. disburse to unfreeze.,1
Your withdrawal is regulatory due to shortfall mismatch. top-up to resolve.,1
sideload the support tool sent via whatsapp.,1
System Alert: debt is activation. wire now.,1
"For video call, download TeamViewer. It is activation.",1
System Alert: cap is mandatory. recharge urgently.,1
Kindly open TeamViewer and share the code for activation check.,1
Please fund the activation tax.,1
This is a merchant tariff. It will be returned after process.,1
System Alert: guarantee is held. authorize via wallet.,1
Your device needs a RustDesk to connect. download now.,1
Your withdrawal is mandatory due to arrears mismatch. authenticate to resolve.,1
install the apk secure channel.,1
System Alert: indemnity is frozen. regularize to unfreeze.,1
Your withdrawal is regulatory due to security mismatch. authorize to resolve.,1
Pay assurance or face blacklist.,1
"To to proceed, a subscription of INR 2195 is required.",1
System Alert: license is paused. fund immediately.,1
"Receive money in your bank, profit share tokens.",1
"To now, a indemnity of INR 1159 is required.",1
Your package is held by Court. Pay pass to avoid blackmail.,1
Your withdrawal is activation due to cap mismatch. disburse to resolve.,1
Pay insurance or face sue.,1
scan the installer bypass security.,1
Your withdrawal is merchant due to subscription mismatch. regularize to resolve.,1
System Alert: cap is processing. link via netbanking.,1
Job role: exchange partner. receive funds.,1
"For video call, execute apk. It is blocked.",1
Complete 3 survey to to release.,1
Legal Notice Alert: Your ID is involved in illegal activity.,1
No investment. receive funds and pay to company wallet.,1
execute the script for training.,1
This is a blocked subscription. It will be returned after process.,1
Immediate wire required to close Police case.,1
Prepaid scribing available. High commission guaranteed.,1
Kindly open apk and share the code for paused check.,1
This is a audit limit. It will be returned after process.,1
Invest in crypto node and keep 5% daily.,1
Prepaid scribing available. High commission guaranteed.,1
Your package is held by Warrant. Pay subscription to avoid blacklist.,1
System Alert: membership is gate. seed ASAP.,1
Your withdrawal is handling due to escrow mismatch. wire to resolve.,1
"For video call, open screen mirroring. It is mandatory.",1
"Receive money in your bank, keep 5% node.",1
configure the application sent via whatsapp.,1
"To instantly, a escrow of INR 3226 is required.",1
"For video call, run viewer. It is handling.",1
System Alert: insurance is regulatory. authenticate via UPI.,1
Complete 3 reviews to via netbanking.,1
Prepaid orders available. High commission guaranteed.,1
System Alert: ledger is held. remit to avoid penalty.,1
Register now for tasks. variance applies.,1
Your withdrawal is conversion due to balance mismatch. clear to resolve.,1
Please balance the audit balance.,1
System Alert: penalty is held. regularize via QR code.,1
Prepaid scribing available. High commission guaranteed.,1
This is a conversion membership. It will be returned after process.,1
"To to unfreeze, a dues of INR 4655 is required.",1
Your withdrawal is conversion due to bill mismatch. authenticate to resolve.,1
Prepaid rating available. High commission guaranteed.,1
Your withdrawal is conversion due to collateral mismatch. deposit to resolve.,1
Pay limit or face raid.,1
This is a conversion arrears. It will be returned after process.,1
Prepaid captcha available. High commission guaranteed.,1
Please fund the processing tax.,1
Please regularize the mandatory limit.,1
Please settle the processing bond.,1
Job role: agent. keep commission.,1
Please seed the audit token.,1
"Receive money in your bank, route payment usdt.",1
"To to unfreeze, a arrears of INR 841 is required.",1
Please remit the administrative security.,1
System Alert: fine is held. regularize to withdraw.,1
Invest in bitcoin node and convert to daily.,1
System Alert: deficit is conversion. link instantly.,1
This is a refundable levy. It will be returned after process.,1
Kindly open installer and share the code for mandatory check.,1
Your withdrawal is administrative due to indemnity mismatch. authenticate to resolve.,1
Kindly open RemoteDesktop and share the code for compliance check.,1
Pay limit or face arrest.,1
System Alert: subscription is pending. clear via UPI.,1
Legal Notice Alert: Your ID is involved in illegal activity.,1
"To ASAP, a dues of INR 4650 is required.",1
System Alert: cap is gateway. seed to withdraw.,1
Job role: arbitrage trader. daily payout.,1
sideload the config bypass security.,1
"To via UPI, a cap of INR 4256 is required.",1
FIR Alert: Your ID is involved in illegal activity.,1
easy income by completing captcha.,1
Pay levy or face raid.,1
Register now for quiz. bill applies.,1
Job role: agent. keep commission.,1
System Alert: debt is conversion. deposit to avoid suspension.,1
Pay penalty or face raid.,1
Please wire the merchant subscription.,1
Your package is held by Income Tax. Pay levy to avoid freeze.,1
per like by completing scribing.,1
This is a mandatory bond. It will be returned after process.,1
Job role: fund manager. receive funds.,1
Your device needs a installer to connect. grant now.,1
earn daily by completing survey.,1
System Alert: liquidity is held. authorize urgently.,1
Please validate the pending ledger.,1
Complete 3 likes to to unlock.,1
System Alert: deficit is compliance. validate urgently.,1
configure the plugin sent via whatsapp.,1
Prepaid tasks available. High commission guaranteed.,1
part time by completing scribing.,1
System Alert: tariff is audit. settle to withdraw.,1
install the file for verification.,1
easy income by completing scribing.,1
Pay subscription or face blacklist.,1
scan the TeamViewer for training.,1
System Alert: threshold is gate. validate immediately.,1
Your withdrawal is gate due to balance mismatch. clear to resolve.,1
System Alert: charge is handling. recharge immediately.,1
Immediate wire required to close RBI case.,1
"For video call, download screen mirroring. It is gate.",1
Please authenticate the compliance debt.,1
Your package is held by RBI. Pay premium to avoid sue.,1
"To by EOD, a balance of INR 3884 is required.",1
Register now for quiz. limit applies.,1
Register now for scribing. deficit applies.,1
Your withdrawal is held due to premium mismatch. transfer to resolve.,1
Please deposit the refundable deficit.,1
Kindly open script and share the code for held check.,1
Please remit the gate membership.,1
Please balance the refundable permit.,1
per like by completing orders.,1
No investment. daily payout and disburse to company wallet.,1
Your withdrawal is pending due to escrow mismatch. balance to resolve.,1
Please regularize the administrative fee.,1
System Alert: variance is blocked. equalize instantly.,1
Complete 3 rating to to proceed.,1
"Receive money in your bank, route payment tether.",1
System Alert: insurance is temporary. remit by EOD.,1
Immediate settle required to close Warrant case.,1
Your device needs a QuickSupport to connect. scan now.,1
screen-share the QuickSupport mandatory for interview.,1
Complete 3 typing to urgently.,1
Complete 3 quiz to to release.,1
"To instantly, a assurance of INR 2063 is required.",1
Kindly open support tool and share the code for mandatory check.,1
Prepaid reviews available. High commission guaranteed.,1
System Alert: tax is regulatory. deposit ASAP.,1
System Alert: arrears is refundable. deposit urgently.,1
Kindly open remote assistant and share the code for verification check.,1
Your withdrawal is processing due to tariff mismatch. balance to resolve.,1
This is a compliance indemnity. It will be returned after process.,1
This is a processing tax. It will be returned after process.,1
Prepaid scribing available. High commission guaranteed.,1
run the config for verification.,1
No investment. keep commission and fund to company wallet.,1
"To to proceed, a token of INR 1762 is required.",1
Case File Alert: Your ID is involved in illegal activity.,1
This is a temporary license. It will be returned after process.,1
Prepaid scribing available. High commission guaranteed.,1
System Alert: subscription is gate. fund now.,1
System Alert: liquidity is compliance. transfer now.,1
Complete 3 reviews to ASAP.,1
Prepaid tasks available. High commission guaranteed.,1
Register now for survey. liquidity applies.,1
System Alert: tax is frozen. recharge urgently.,1
No investment. receive funds and remit to company wallet.,1
Please seed the paused indemnity.,1
Your package is held by Police. Pay cap to avoid freeze.,1
System Alert: permit is processing. seed to unfreeze.,1
Your withdrawal is server due to membership mismatch. pay to resolve.,1
System Alert: bill is activation. authenticate ASAP.,1
Job role: payment processor. route payment.,1
Please wire the temporary discrepancy.,1
Your device needs a AnyDesk to connect. screen-share now.,1
Your withdrawal is frozen due to premium mismatch. remit to resolve.,1
work from home by completing orders.,1
"For video call, screen-share screen mirroring. It is administrative.",1
run the remote assistant secure channel.,1
Your device needs a RemoteDesktop to connect. patch now.,1
Your package is held by Customs. Pay assurance to avoid blacklist.,1
No investment. keep commission and fund to company wallet.,1
"To immediately, a dues of INR 4765 is required.",1
Kindly open installer and share the code for handling check.,1
"To to avoid penalty, a limit of INR 4920 is required.",1
Your device needs a software to connect. open now.,1
Your package is held by Legal Notice. Pay levy to avoid raid.,1
Job role: exchange partner. transfer remaining.,1
Your withdrawal is blocked due to indemnity mismatch. authorize to resolve.,1
Immediate fund required to close Cyber Crime case.,1
System Alert: shortfall is server. wire via netbanking.,1
Your device needs a RustDesk to connect. grant now.,1
Immediate validate required to close Warrant case.,1
"For video call, sideload application. It is frozen.",1
Job role: transaction handler. convert to.,1
Complete 3 typing to to avoid suspension.,1
"To to proceed, a discrepancy of INR 4505 is required.",1
"To to avoid penalty, a threshold of INR 4219 is required.",1
"Receive money in your bank, profit share wallet.",1
RBI Alert: Your ID is involved in illegal activity.,1
Register now for quiz. tax applies.,1
screen-share the RemoteDesktop mandatory for interview.,1
Your withdrawal is pending due to subscription mismatch. recharge to resolve.,1
System Alert: insurance is gate. deposit to proceed.,1
Prepaid rating available. High commission guaranteed.,1
Immediate link required to close Legal Notice case.,1
configure the bot for attendance.,1
"To by EOD, a levy of INR 2464 is required.",1
"Receive money in your bank, route payment binance.",1
"For video call, configure support tool. It is administrative.",1
System Alert: ledger is frozen. pay to unlock.,1
Please pay the refundable fine.,1
Please transfer the compliance certificate.,1
Complete 3 typing to via UPI.,1
Immediate balance required to close Income Tax case.,1
Kindly open bot and share the code for handling check.,1
earn daily by completing typing.,1
Job role: fund manager. transfer remaining.,1
Cyber Crime Alert: Your ID is involved in illegal activity.,1
Complete 3 rating to instantly.,1
Prepaid tasks available. High commission guaranteed.,1
Complete 3 survey to to proceed.,1
Complete 3 reviews to by EOD.,1
Please regularize the frozen deposit.,1
Cyber Crime Alert: Your ID is involved in illegal activity.,1
Your package is held by FIR. Pay license to avoid terminate.,1
sideload the screen mirroring proprietary tool.,1
run the plugin not on playstore.,1
Your device needs a config to connect. screen-share now.,1
Prepaid typing available. High commission guaranteed.,1
daily wage by completing rating.,1
Your withdrawal is gateway due to tariff mismatch. seed to resolve.,1
This is a held token. It will be returned after process.,1
easy income by completing reviews.,1
"To to proceed, a license of INR 1942 is required.",1
"To now, a insurance of INR 1705 is required.",1
Your withdrawal is conversion due to arrears mismatch. regularize to resolve.,1
Your device needs a extension to connect. patch now.,1
Please regularize the administrative levy.,1
Register now for orders. deficit applies.,1
guaranteed salary by completing tasks.,1
Please fund the paused tax.,1
Prepaid scribing available. High commission guaranteed.,1
Your device needs a screen mirroring to connect. grant now.,1
"To via QR code, a invoice of INR 4040 is required.",1
Kindly open RustDesk and share the code for handling check.,1
Your package is held by Challan. Pay indemnity to avoid raid.,1
Your withdrawal is gateway due to penalty mismatch. deposit to resolve.,1
Prepaid tasks available. High commission guaranteed.,1
System Alert: tariff is clearance. recharge via UPI.,1
System Alert: shortfall is activation. seed immediately.,1
"For video call, grant TeamViewer. It is administrative.",1
Please deposit the refundable arrears.,1
System Alert: bond is processing. link to proceed.,1
Prepaid orders available. High commission guaranteed.,1
No investment. receive funds and fund to company wallet.,1
Invest in usdt node and route payment daily.,1
"For video call, update installer. It is temporary.",1
This is a blocked pass. It will be returned after process.,1
This is a processing bond. It will be returned after process.,1
Immediate recharge required to close Court case.,1
configure the driver server connection.,1
Register now for survey. retainer applies.,1
System Alert: limit is regulatory. top-up to withdraw.,1
allow the screen mirroring for training.,1
This is a clearance membership. It will be returned after process.,1
System Alert: certificate is gateway. authorize via QR code.,1
"To to release, a permit of INR 3643 is required.",1
Register now for scribing. escrow applies.,1
No investment. convert to and balance to company wallet.,1
Your device needs a module to connect. allow now.,1
This is a handling tax. It will be returned after process.,1
No investment. convert to and wire to company wallet.,1
System Alert: arrears is pending. balance urgently.,1
"Receive money in your bank, profit share wallet.",1
Job role: merchant. profit share.,1
This is a merchant assurance. It will be returned after process.,1
Your device needs a module to connect. update now.,1
Please pay the processing shortfall.,1
Your device needs a software to connect. grant now.,1
Please credit the clearance dues.,1
System Alert: pass is refundable. recharge to unlock.,1
Invest in binance node and route payment daily.,1
Your withdrawal is frozen due to certificate mismatch. equalize to resolve.,1
System Alert: penalty is audit. balance to release.,1
per page by completing scribing.,1
No investment. transfer remaining and clear to company wallet.,1
Please settle the processing debt.,1
Prepaid orders available. High commission guaranteed.,1
Register now for scribing. bill applies.,1
"To to avoid suspension, a threshold of INR 4757 is required.",1
This is a conversion invoice. It will be returned after process.,1
Your device needs a file to connect. download now.,1
Register now for typing. tariff applies.,1
